conversation_id,customer_text,brand_reply_text,created_at,brand,customer_text_clean
102304,"@AmazonHelp Unbelievable negligence. Damaged goods, ruined anniversary, zero accountability from your team.",We are very sorry to hear this and take feedback like this seriously. Please send us a direct message with your account details and phone number so we can escalate to a supervisor.,Sat Oct 21 14:42:00 +0000 2017,AmazonHelp,"unbelievable negligence. damaged goods, ruined anniversary, zero accountability from your team."
102306,@AmazonHelp Ordered express next-day delivery on #242-3214575-1397254 and it still hasn't shipped!,"Hi there, we're sorry to hear your order #242-3214575-1397254 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Sun Oct 22 22:22:00 +0000 2017,AmazonHelp,ordered express next-day delivery on order number and it still hasn't shipped!
102308,@AmazonHelp Charged for an item I sent back last Monday. When will my refund of $31.00 arrive?,We're sorry for the delay in your refund! Please reach out to us in DM with order #670-8084267-2123042 and your email address so we can review the return.,Fri Oct 06 21:11:00 +0000 2017,AmazonHelp,charged for an item i sent back last monday. when will my refund of currency amount arrive?
102310,@AmazonHelp My tracking says delivered but I have not received anything for order #684-4133828-4297008!,"Hello! We apologize for the delivery issue with #684-4133828-4297008. Please check around your porch/neighbors, and if still missing, DM us your account email.",Fri Oct 20 04:24:00 +0000 2017,AmazonHelp,my tracking says delivered but i have not received anything for order order number !
102312,@AmazonHelp Lost access to my old phone number and now 2FA won't let me log into my account.,"Hi! For your security, please don't share passwords publicly. Please visit amzn.to/account-recovery or DM us to begin identity verification.",Sun Oct 01 22:18:00 +0000 2017,AmazonHelp,lost access to my old phone number and now 2fa won't let me log into my account.
102314,"@AmazonHelp Two-factor authentication is failing, says invalid token even though it's correct.",We're sorry you're having trouble accessing your account. Please send us a DM so we can securely guide you through the two-step verification reset.,Sun Oct 22 23:34:00 +0000 2017,AmazonHelp,"two-factor authentication is failing, says invalid token even though it's correct."
102316,"@AmazonHelp My account was compromised or hacked, someone changed the email on file. Need help urgently!","Hi! For your security, please don't share passwords publicly. Please visit amzn.to/account-recovery or DM us to begin identity verification.",Tue Oct 24 17:46:00 +0000 2017,AmazonHelp,"my account was compromised or hacked, someone changed the email on file. need help urgently!"
102318,@AmazonHelp I was charged $72.99 twice for order #352-7937523-7068696. Please check your billing system.,We apologize for the billing confusion. Please reach out via DM with the last 4 digits of the card and transaction date so we can inspect.,Thu Oct 19 08:03:00 +0000 2017,AmazonHelp,i was charged currency amount twice for order order number . please check your billing system.
102320,@AmazonHelp Tracking status says delivery attempted but nobody buzzed or knocked. Order #843-7269347-7556137.,"Hello! We apologize for the delivery issue with #843-7269347-7556137. Please check around your porch/neighbors, and if still missing, DM us your account email.",Sat Oct 28 15:15:00 +0000 2017,AmazonHelp,tracking status says delivery attempted but nobody buzzed or knocked. order order number .
102322,@AmazonHelp Please cancel my order #891-2259220-8260198 and process a full refund immediately.,We're sorry for the delay in your refund! Please reach out to us in DM with order #891-2259220-8260198 and your email address so we can review the return.,Tue Oct 03 04:39:00 +0000 2017,AmazonHelp,please cancel my order order number and process a full refund immediately.
102324,@AmazonHelp Need a refund for #387-8793135-6729127. Sent back via drop-off locker 5 days ago.,Apologies for the inconvenience! Please DM us your account details so we can check on return #387-8793135-6729127 and expedite your refund.,Sat Oct 28 04:58:00 +0000 2017,AmazonHelp,need a refund for order number . sent back via drop-off locker 5 days ago.
102326,@AmazonHelp This is completely unacceptable. I want to speak to a supervisor or corporate manager right now!,We hear your frustration and apologize for the breakdown in communication. Please DM us your order #719-3302963-8874018 so we can urgently review this with our leadership team.,Fri Oct 13 13:58:00 +0000 2017,AmazonHelp,this is completely unacceptable. i want to speak to a supervisor or corporate manager right now!
102328,@AmazonHelp Do you offer student discounts on annual Prime memberships?,Hello! Most electronics purchased from authorized sellers include standard warranty. Please DM us the product ASIN to check details.,Mon Oct 16 14:55:00 +0000 2017,AmazonHelp,do you offer student discounts on annual prime memberships?
102330,@AmazonHelp My subscription auto-renewed even though I turned off auto-renew last week!,We apologize for the billing confusion. Please reach out via DM with the last 4 digits of the card and transaction date so we can inspect.,Thu Oct 26 01:52:00 +0000 2017,AmazonHelp,my subscription auto-renewed even though i turned off auto-renew last week!
102332,"@AmazonHelp Received broken item in order #917-8762657-9726042. I want my money back, not a replacement.",Hi! We want to help get this sorted. Please send us a direct message with order #917-8762657-9726042 and return tracking number so we can verify with our billing team.,Mon Oct 23 23:49:00 +0000 2017,AmazonHelp,"received broken item in order order number . i want my money back, not a replacement."
102334,@AmazonHelp My tracking says delivered but I have not received anything for order #595-5542271-8702071!,We understand your concern regarding order #595-5542271-8702071. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Wed Oct 18 12:19:00 +0000 2017,AmazonHelp,my tracking says delivered but i have not received anything for order order number !
102336,@AmazonHelp Your support team went above and beyond today. Thank you for the courteous and prompt help!,Hearing this makes our day! Thank you for your feedback and support. We're always here to help!,Fri Oct 13 11:13:00 +0000 2017,AmazonHelp,your support team went above and beyond today. thank you for the courteous and prompt help!
102338,@AmazonHelp Incredible customer support experience today. Truly appreciate how fast my issue was handled.,"We're thrilled to hear Sarah was able to help! Thank you for choosing us, and please don't hesitate to reach out if you ever need anything else.",Tue Oct 17 19:41:00 +0000 2017,AmazonHelp,incredible customer support experience today. truly appreciate how fast my issue was handled.
102340,@AmazonHelp Carrier marked order #171-5653261-2802906 as delivered at front door but there is no package anywhere.,"Hi there, we're sorry to hear your order #171-5653261-2802906 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Fri Oct 27 03:51:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
102342,@AmazonHelp Package #445-5650204-5767885 has been stuck in transit in transit hub for over 48 hours. What gives?,We understand your concern regarding order #445-5650204-5767885. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Thu Oct 12 03:11:00 +0000 2017,AmazonHelp,package order number has been stuck in transit in transit hub for over 48 hours. what gives?
102344,@AmazonHelp My tracking says delivered but I have not received anything for order #698-6313642-4688845!,We understand your concern regarding order #698-6313642-4688845. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Mon Oct 23 12:08:00 +0000 2017,AmazonHelp,my tracking says delivered but i have not received anything for order order number !
102346,@AmazonHelp Carrier marked order #965-7818297-4707319 as delivered at front door but there is no package anywhere.,We understand your concern regarding order #965-7818297-4707319. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Sun Oct 01 12:28:00 +0000 2017,AmazonHelp,carrier marked order order number as delivered at front door but there is no package anywhere.
102348,@AmazonHelp You guys billed me twice on the same day for order #545-7487804-8485410. Please fix this duplicate charge.,"Sorry for the unexpected charge! If you did not intend to renew Prime, please DM us your email and we can help reverse eligible fees.",Wed Oct 18 20:57:00 +0000 2017,AmazonHelp,you guys billed me twice on the same day for order order number . please fix this duplicate charge.
102350,@AmazonHelp Your iOS app keeps crashing every time I tap the checkout button. Version 18.2.,We're sorry for the app crash. Please ensure you are running the latest app update. DM us if you need further technical troubleshooting.,Thu Oct 19 00:42:00 +0000 2017,AmazonHelp,your ios app keeps crashing every time i tap the checkout button. version 18.2.
102352,@AmazonHelp My subscription auto-renewed even though I turned off auto-renew last week!,We apologize for the billing confusion. Please reach out via DM with the last 4 digits of the card and transaction date so we can inspect.,Thu Oct 19 19:29:00 +0000 2017,AmazonHelp,my subscription auto-renewed even though i turned off auto-renew last week!
102354,@AmazonHelp Can someone check on order #397-4873783-7366014? It's a birthday gift and now it's late.,"Hi there, we're sorry to hear your order #397-4873783-7366014 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Fri Oct 27 09:25:00 +0000 2017,AmazonHelp,can someone check on order order number ? it's a birthday gift and now it's late.
102356,@AmazonHelp How long does it take for a refund to process to my original payment method for return #120-9236899-8319762?,Hi! We want to help get this sorted. Please send us a direct message with order #120-9236899-8319762 and return tracking number so we can verify with our billing team.,Fri Oct 13 14:58:00 +0000 2017,AmazonHelp,how long does it take for a refund to process to my original payment method for return order number ?
102358,@AmazonHelp I demand an immediate escalation to executive customer relations. No more generic bot answers!,We hear your frustration and apologize for the breakdown in communication. Please DM us your order #366-9028413-3652447 so we can urgently review this with our leadership team.,Wed Oct 11 18:41:00 +0000 2017,AmazonHelp,i demand an immediate escalation to executive customer relations. no more generic bot answers!
102360,@AmazonHelp Search bar on the website is completely unresponsive on Chrome desktop.,"Hello! Please try accessing the site in an incognito window or restarting your device. If the bug persists, DM us your app version and device model.",Sat Oct 21 05:07:00 +0000 2017,AmazonHelp,search bar on the website is completely unresponsive on chrome desktop.
102362,@AmazonHelp Is the manufacturer warranty valid if I buy an electronic item through third party sellers?,Hi! You can check international shipping options and estimated import duties at checkout or by visiting amzn.to/shipping-rates.,Mon Oct 09 09:11:00 +0000 2017,AmazonHelp,is the manufacturer warranty valid if i buy an electronic item through third party sellers?
102364,@AmazonHelp I forgot my password and the password reset link is never arriving in my inbox.,"Hello! If you suspect unauthorized access, please visit amzn.to/security immediately. You can also DM us your associated phone or email.",Mon Oct 09 12:14:00 +0000 2017,AmazonHelp,i forgot my password and the password reset link is never arriving in my inbox.
102366,@AmazonHelp shipment #573-7189628-4001846 is delayed by 3 days already. Any update on when it will arrive?,We understand your concern regarding order #573-7189628-4001846. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Mon Oct 02 07:38:00 +0000 2017,AmazonHelp,shipment order number is delayed by 3 days already. any update on when it will arrive?
102368,"@AmazonHelp Two-factor authentication is failing, says invalid token even though it's correct.","Hello! If you suspect unauthorized access, please visit amzn.to/security immediately. You can also DM us your associated phone or email.",Sat Oct 14 02:03:00 +0000 2017,AmazonHelp,"two-factor authentication is failing, says invalid token even though it's correct."
102370,"@AmazonHelp Where is my package? Order #279-2843416-5164353 was supposed to arrive 2 days ago, still nothing!",We understand your concern regarding order #279-2843416-5164353. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Wed Oct 25 10:42:00 +0000 2017,AmazonHelp,"where is my package? order order number was supposed to arrive 2 days ago, still nothing!"
102372,"@AmazonHelp Charged $134.99 annual subscription fee by mistake, please reverse this charge.","Hello, duplicate charges are often pending authorizations that drop off in 2-3 business days. Please DM us your order #504-7776291-9808890 to confirm.",Tue Oct 24 02:51:00 +0000 2017,AmazonHelp,"charged currency amount annual subscription fee by mistake, please reverse this charge."
102374,@AmazonHelp Are recyclable packaging options available for fragile items?,"Hi there! Yes, Amazon gift cards can be applied to Kindle digital purchases. Check out amzn.to/giftcard-faq for more information.",Mon Oct 02 11:05:00 +0000 2017,AmazonHelp,are recyclable packaging options available for fragile items?
102376,"@AmazonHelp Every time I try to log in, it loops back to the login screen without an error message.",We're sorry you're having trouble accessing your account. Please send us a DM so we can securely guide you through the two-step verification reset.,Mon Oct 02 02:54:00 +0000 2017,AmazonHelp,"every time i try to log in, it loops back to the login screen without an error message."
102378,@AmazonHelp You have lied to me three times about my delivery. I am reporting this fraud to the Better Business Bureau.,This is definitely not the experience we want for our customers. Please reach out in DM with your contact information so an escalation manager can connect with you.,Thu Oct 12 13:01:00 +0000 2017,AmazonHelp,you have lied to me three times about my delivery. i am reporting this fraud to the better business bureau.
102380,@AmazonHelp This is completely unacceptable. I want to speak to a supervisor or corporate manager right now!,We hear your frustration and apologize for the breakdown in communication. Please DM us your order #203-5956293-7275276 so we can urgently review this with our leadership team.,Tue Oct 24 16:52:00 +0000 2017,AmazonHelp,this is completely unacceptable. i want to speak to a supervisor or corporate manager right now!
102382,"@AmazonHelp My account was compromised or hacked, someone changed the email on file. Need help urgently!","Hi! For your security, please don't share passwords publicly. Please visit amzn.to/account-recovery or DM us to begin identity verification.",Sun Oct 08 00:25:00 +0000 2017,AmazonHelp,"my account was compromised or hacked, someone changed the email on file. need help urgently!"
102384,@AmazonHelp Return status says received at warehouse but refund not initiated for #125-9548104-4669073. Please help.,Apologies for the inconvenience! Please DM us your account details so we can check on return #125-9548104-4669073 and expedite your refund.,Mon Oct 16 05:41:00 +0000 2017,AmazonHelp,return status says received at warehouse but refund not initiated for order number . please help.
102386,@AmazonHelp I returned item on order #920-9673779-3068593 over a week ago and still haven't received my refund.,"Hello! Once an item is received at our fulfillment center, refunds usually take 3-5 business days. Please DM us your order #920-9673779-3068593 to check status.",Wed Oct 18 13:48:00 +0000 2017,AmazonHelp,i returned item on order order number over a week ago and still haven't received my refund.
102388,"@AmazonHelp Charged $51.49 annual subscription fee by mistake, please reverse this charge.","Hello, duplicate charges are often pending authorizations that drop off in 2-3 business days. Please DM us your order #550-5481292-3415105 to confirm.",Tue Oct 03 09:05:00 +0000 2017,AmazonHelp,"charged currency amount annual subscription fee by mistake, please reverse this charge."
102390,@AmazonHelp Package #236-4263058-8019182 has been stuck in transit in transit hub for over 48 hours. What gives?,"Hello! We apologize for the delivery issue with #236-4263058-8019182. Please check around your porch/neighbors, and if still missing, DM us your account email.",Wed Oct 04 09:21:00 +0000 2017,AmazonHelp,package order number has been stuck in transit in transit hub for over 48 hours. what gives?
102392,@AmazonHelp Is the manufacturer warranty valid if I buy an electronic item through third party sellers?,"Hello! Our standard return policy is 30 days, but extended holiday return windows often apply. Let us know if you have a specific item in mind!",Mon Oct 16 23:22:00 +0000 2017,AmazonHelp,is the manufacturer warranty valid if i buy an electronic item through third party sellers?
102394,@AmazonHelp Search bar on the website is completely unresponsive on Chrome desktop.,"Hello! Please try accessing the site in an incognito window or restarting your device. If the bug persists, DM us your app version and device model.",Sat Oct 28 09:39:00 +0000 2017,AmazonHelp,search bar on the website is completely unresponsive on chrome desktop.
102396,@AmazonHelp Tracking status says delivery attempted but nobody buzzed or knocked. Order #122-8279187-9110038.,"Hi there, we're sorry to hear your order #122-8279187-9110038 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Sun Oct 15 01:04:00 +0000 2017,AmazonHelp,tracking status says delivery attempted but nobody buzzed or knocked. order order number .
102398,@AmazonHelp Ordered express next-day delivery on #251-4751808-4673414 and it still hasn't shipped!,So sorry for the delay on #251-4751808-4673414! Please DM us your order details and we will check the transit status directly for you.,Thu Oct 19 13:45:00 +0000 2017,AmazonHelp,ordered express next-day delivery on order number and it still hasn't shipped!
102400,@AmazonHelp I was charged $56.50 twice for order #406-2361122-5068377. Please check your billing system.,"Sorry for the unexpected charge! If you did not intend to renew Prime, please DM us your email and we can help reverse eligible fees.",Sat Oct 21 01:03:00 +0000 2017,AmazonHelp,i was charged currency amount twice for order order number . please check your billing system.
102402,@AmazonHelp Charged for an item I sent back last Monday. When will my refund of $45.99 arrive?,We're sorry for the delay in your refund! Please reach out to us in DM with order #131-6599997-7213946 and your email address so we can review the return.,Fri Oct 20 22:48:00 +0000 2017,AmazonHelp,charged for an item i sent back last monday. when will my refund of currency amount arrive?
102404,@AmazonHelp Please cancel my order #725-3766469-6639011 and process a full refund immediately.,"Hello! Once an item is received at our fulfillment center, refunds usually take 3-5 business days. Please DM us your order #725-3766469-6639011 to check status.",Sun Oct 01 18:17:00 +0000 2017,AmazonHelp,please cancel my order order number and process a full refund immediately.
102406,"@AmazonHelp My account was compromised or hacked, someone changed the email on file. Need help urgently!","Hello! If you suspect unauthorized access, please visit amzn.to/security immediately. You can also DM us your associated phone or email.",Wed Oct 18 01:37:00 +0000 2017,AmazonHelp,"my account was compromised or hacked, someone changed the email on file. need help urgently!"
102408,@AmazonHelp Just noticed an unauthorized charge of $243.99 for Prime membership that I never authorized.,Hi! We'd be glad to look into this charge for you. Please send us a DM with the date and amount so we can locate the transaction securely.,Sun Oct 01 09:14:00 +0000 2017,AmazonHelp,just noticed an unauthorized charge of currency amount for prime membership that i never authorized.
102410,@AmazonHelp Getting 'An unexpected error occurred' whenever I try to add items to my shopping cart.,We apologize for the technical glitch! Our technical team is monitoring site stability. Please send us a DM with a screenshot if the error continues.,Sun Oct 22 10:00:00 +0000 2017,AmazonHelp,getting 'an unexpected error occurred' whenever i try to add items to my shopping cart.
102412,@AmazonHelp Are recyclable packaging options available for fragile items?,"Hi there! Yes, Amazon gift cards can be applied to Kindle digital purchases. Check out amzn.to/giftcard-faq for more information.",Sun Oct 08 18:50:00 +0000 2017,AmazonHelp,are recyclable packaging options available for fragile items?
102414,@AmazonHelp How can I change my primary delivery address before placing an order?,Hello! Most electronics purchased from authorized sellers include standard warranty. Please DM us the product ASIN to check details.,Sun Oct 22 08:51:00 +0000 2017,AmazonHelp,how can i change my primary delivery address before placing an order?
102416,@AmazonHelp Search bar on the website is completely unresponsive on Chrome desktop.,We apologize for the technical glitch! Our technical team is monitoring site stability. Please send us a DM with a screenshot if the error continues.,Wed Oct 04 17:14:00 +0000 2017,AmazonHelp,search bar on the website is completely unresponsive on chrome desktop.
102418,@AmazonHelp Getting 'An unexpected error occurred' whenever I try to add items to my shopping cart.,We apologize for the technical glitch! Our technical team is monitoring site stability. Please send us a DM with a screenshot if the error continues.,Mon Oct 02 21:58:00 +0000 2017,AmazonHelp,getting 'an unexpected error occurred' whenever i try to add items to my shopping cart.
102420,@AmazonHelp shipment #296-6789576-2108224 is delayed by 3 days already. Any update on when it will arrive?,So sorry for the delay on #296-6789576-2108224! Please DM us your order details and we will check the transit status directly for you.,Thu Oct 19 11:10:00 +0000 2017,AmazonHelp,shipment order number is delayed by 3 days already. any update on when it will arrive?
102422,"@AmazonHelp My account was compromised or hacked, someone changed the email on file. Need help urgently!","Hello! If you suspect unauthorized access, please visit amzn.to/security immediately. You can also DM us your associated phone or email.",Thu Oct 05 14:50:00 +0000 2017,AmazonHelp,"my account was compromised or hacked, someone changed the email on file. need help urgently!"
102424,@AmazonHelp What is the return window for holiday purchases made in November?,Hello! Most electronics purchased from authorized sellers include standard warranty. Please DM us the product ASIN to check details.,Tue Oct 03 03:00:00 +0000 2017,AmazonHelp,what is the return window for holiday purchases made in november?
102426,@AmazonHelp My subscription auto-renewed even though I turned off auto-renew last week!,"Hello, duplicate charges are often pending authorizations that drop off in 2-3 business days. Please DM us your order #828-6753964-7258302 to confirm.",Mon Oct 16 12:12:00 +0000 2017,AmazonHelp,my subscription auto-renewed even though i turned off auto-renew last week!
102428,@AmazonHelp Do you ship internationally to Germany and what are the customs fees?,"Hello! Our standard return policy is 30 days, but extended holiday return windows often apply. Let us know if you have a specific item in mind!",Sat Oct 28 06:31:00 +0000 2017,AmazonHelp,do you ship internationally to germany and what are the customs fees?
102430,@AmazonHelp Please cancel my order #873-8657731-1746815 and process a full refund immediately.,Apologies for the inconvenience! Please DM us your account details so we can check on return #873-8657731-1746815 and expedite your refund.,Fri Oct 20 08:45:00 +0000 2017,AmazonHelp,please cancel my order order number and process a full refund immediately.
102432,@AmazonHelp WORST CUSTOMER SERVICE EVER! Representative hung up on me after waiting 45 minutes on hold!,We are very sorry to hear this and take feedback like this seriously. Please send us a direct message with your account details and phone number so we can escalate to a supervisor.,Fri Oct 27 18:03:00 +0000 2017,AmazonHelp,worst customer service ever! representative hung up on me after waiting 45 minutes on hold!
102434,@AmazonHelp I returned item on order #104-9904386-4845687 over a week ago and still haven't received my refund.,Apologies for the inconvenience! Please DM us your account details so we can check on return #104-9904386-4845687 and expedite your refund.,Wed Oct 04 20:08:00 +0000 2017,AmazonHelp,i returned item on order order number over a week ago and still haven't received my refund.
102436,"@AmazonHelp Two-factor authentication is failing, says invalid token even though it's correct.","Hello! If you suspect unauthorized access, please visit amzn.to/security immediately. You can also DM us your associated phone or email.",Fri Oct 06 15:34:00 +0000 2017,AmazonHelp,"two-factor authentication is failing, says invalid token even though it's correct."
102438,@AmazonHelp Absolute scam. Stole my money and refusing to help. Give me someone who actually has authority.,We are very sorry to hear this and take feedback like this seriously. Please send us a direct message with your account details and phone number so we can escalate to a supervisor.,Mon Oct 02 07:36:00 +0000 2017,AmazonHelp,absolute scam. stole my money and refusing to help. give me someone who actually has authority.
102440,@AmazonHelp shipment #867-5331763-3835729 is delayed by 3 days already. Any update on when it will arrive?,So sorry for the delay on #867-5331763-3835729! Please DM us your order details and we will check the transit status directly for you.,Sun Oct 08 20:02:00 +0000 2017,AmazonHelp,shipment order number is delayed by 3 days already. any update on when it will arrive?
102442,@AmazonHelp My tracking says delivered but I have not received anything for order #395-6192421-2150745!,We understand your concern regarding order #395-6192421-2150745. Please drop us a DM with your tracking link and postal code so we can check with the carrier.,Fri Oct 06 12:50:00 +0000 2017,AmazonHelp,my tracking says delivered but i have not received anything for order order number !
102444,@AmazonHelp Return status says received at warehouse but refund not initiated for #612-9968963-8806392. Please help.,"Hello! Once an item is received at our fulfillment center, refunds usually take 3-5 business days. Please DM us your order #612-9968963-8806392 to check status.",Mon Oct 09 09:41:00 +0000 2017,AmazonHelp,return status says received at warehouse but refund not initiated for order number . please help.
102446,@AmazonHelp How can I change my primary delivery address before placing an order?,Hello! Most electronics purchased from authorized sellers include standard warranty. Please DM us the product ASIN to check details.,Wed Oct 25 17:10:00 +0000 2017,AmazonHelp,how can i change my primary delivery address before placing an order?
102448,"@AmazonHelp Every time I try to log in, it loops back to the login screen without an error message.",We're sorry you're having trouble accessing your account. Please send us a DM so we can securely guide you through the two-step verification reset.,Tue Oct 10 00:42:00 +0000 2017,AmazonHelp,"every time i try to log in, it loops back to the login screen without an error message."
102450,@AmazonHelp Payment declined on my card even though there are sufficient funds available.,We apologize for the billing confusion. Please reach out via DM with the last 4 digits of the card and transaction date so we can inspect.,Tue Oct 03 06:51:00 +0000 2017,AmazonHelp,payment declined on my card even though there are sufficient funds available.
102452,@AmazonHelp Locked out of my account. The OTP verification code is not being sent to my phone.,"Hello! If you suspect unauthorized access, please visit amzn.to/security immediately. You can also DM us your associated phone or email.",Thu Oct 05 06:06:00 +0000 2017,AmazonHelp,locked out of my account. the otp verification code is not being sent to my phone.
102454,@AmazonHelp How can I change my primary delivery address before placing an order?,Hi! You can check international shipping options and estimated import duties at checkout or by visiting amzn.to/shipping-rates.,Mon Oct 02 20:29:00 +0000 2017,AmazonHelp,how can i change my primary delivery address before placing an order?
102456,@AmazonHelp How long does it take for a refund to process to my original payment method for return #419-8141064-5923296?,Apologies for the inconvenience! Please DM us your account details so we can check on return #419-8141064-5923296 and expedite your refund.,Sat Oct 14 03:34:00 +0000 2017,AmazonHelp,how long does it take for a refund to process to my original payment method for return order number ?
102458,@AmazonHelp Do you ship internationally to Germany and what are the customs fees?,Hi! You can check international shipping options and estimated import duties at checkout or by visiting amzn.to/shipping-rates.,Mon Oct 16 07:00:00 +0000 2017,AmazonHelp,do you ship internationally to germany and what are the customs fees?
102460,@AmazonHelp Getting 'An unexpected error occurred' whenever I try to add items to my shopping cart.,"Hello! Please try accessing the site in an incognito window or restarting your device. If the bug persists, DM us your app version and device model.",Sat Oct 07 00:09:00 +0000 2017,AmazonHelp,getting 'an unexpected error occurred' whenever i try to add items to my shopping cart.
102462,@AmazonHelp Can you explain the invoice breakdown for #696-2322696-4884250? There's an extra charge of $27.99.,We apologize for the billing confusion. Please reach out via DM with the last 4 digits of the card and transaction date so we can inspect.,Thu Oct 19 17:54:00 +0000 2017,AmazonHelp,can you explain the invoice breakdown for order number ? there's an extra charge of currency amount .
102464,@AmazonHelp Please cancel my order #999-8049302-2559735 and process a full refund immediately.,"Hello! Once an item is received at our fulfillment center, refunds usually take 3-5 business days. Please DM us your order #999-8049302-2559735 to check status.",Sun Oct 01 13:23:00 +0000 2017,AmazonHelp,please cancel my order order number and process a full refund immediately.
102466,"@AmazonHelp If my issue is not resolved today, I will be taking legal action with my attorney. Order #143-8872257-7058725.",We sincerely apologize for this distressing experience. This is certainly not the level of service we aim to provide. Please DM us immediately so a senior specialist can assist.,Mon Oct 09 00:55:00 +0000 2017,AmazonHelp,"if my issue is not resolved today, i will be taking legal action with my attorney. order order number ."
102468,@AmazonHelp My subscription auto-renewed even though I turned off auto-renew last week!,"Sorry for the unexpected charge! If you did not intend to renew Prime, please DM us your email and we can help reverse eligible fees.",Wed Oct 25 04:14:00 +0000 2017,AmazonHelp,my subscription auto-renewed even though i turned off auto-renew last week!
102470,"@AmazonHelp Charged $155.49 annual subscription fee by mistake, please reverse this charge.","Hello, duplicate charges are often pending authorizations that drop off in 2-3 business days. Please DM us your order #847-4146566-9265342 to confirm.",Wed Oct 25 09:29:00 +0000 2017,AmazonHelp,"charged currency amount annual subscription fee by mistake, please reverse this charge."
102472,@AmazonHelp How long does it take for a refund to process to my original payment method for return #514-7904546-5826180?,Apologies for the inconvenience! Please DM us your account details so we can check on return #514-7904546-5826180 and expedite your refund.,Fri Oct 06 14:12:00 +0000 2017,AmazonHelp,how long does it take for a refund to process to my original payment method for return order number ?
102474,@AmazonHelp Why was my credit card charged $162.49 when my order total was only $25.00?,Hi! We'd be glad to look into this charge for you. Please send us a DM with the date and amount so we can locate the transaction securely.,Thu Oct 12 18:04:00 +0000 2017,AmazonHelp,why was my credit card charged currency amount when my order total was only currency amount ?
102476,@AmazonHelp Website gives error 500 internal server error when trying to view my order history.,"Hi! Thanks for bringing this to our attention. Have you tried reinstalling the app or clearing your cache? If so, please DM us your device OS version.",Fri Oct 06 05:50:00 +0000 2017,AmazonHelp,website gives error 500 internal server error when trying to view my order history.
102478,@AmazonHelp Package #247-3466041-3067693 has been stuck in transit in transit hub for over 48 hours. What gives?,So sorry for the delay on #247-3466041-3067693! Please DM us your order details and we will check the transit status directly for you.,Tue Oct 10 13:09:00 +0000 2017,AmazonHelp,package order number has been stuck in transit in transit hub for over 48 hours. what gives?
102480,@AmazonHelp Tracking status says delivery attempted but nobody buzzed or knocked. Order #498-6925346-4154128.,"Hi there, we're sorry to hear your order #498-6925346-4154128 is delayed! Please send us a DM at amzn.to/help with your details so we can investigate.",Sun Oct 01 12:21:00 +0000 2017,AmazonHelp,tracking status says delivery attempted but nobody buzzed or knocked. order order number .
102482,@AmazonHelp Unable to sign in to my account from my new laptop. Says suspicious activity detected.,We're sorry you're having trouble accessing your account. Please send us a DM so we can securely guide you through the two-step verification reset.,Sat Oct 14 02:07:00 +0000 2017,AmazonHelp,unable to sign in to my account from my new laptop. says suspicious activity detected.
102484,@AmazonHelp Need a refund for #114-8939548-9885085. Sent back via drop-off locker 5 days ago.,We're sorry for the delay in your refund! Please reach out to us in DM with order #114-8939548-9885085 and your email address so we can review the return.,Fri Oct 13 22:03:00 +0000 2017,AmazonHelp,need a refund for order number . sent back via drop-off locker 5 days ago.
102486,@AmazonHelp Thank you @AmazonHelp for resolving my billing query so smoothly today!,Hearing this makes our day! Thank you for your feedback and support. We're always here to help!,Thu Oct 26 11:40:00 +0000 2017,AmazonHelp,thank you for resolving my billing query so smoothly today!
102488,@AmazonHelp Can you explain the invoice breakdown for #248-2842547-5490854? There's an extra charge of $199.99.,We apologize for the billing confusion. Please reach out via DM with the last 4 digits of the card and transaction date so we can inspect.,Thu Oct 19 17:58:00 +0000 2017,AmazonHelp,can you explain the invoice breakdown for order number ? there's an extra charge of currency amount .
102490,"@AmazonHelp Where is my package? Order #209-5047096-5744820 was supposed to arrive on Friday, still nothing!","Hello! We apologize for the delivery issue with #209-5047096-5744820. Please check around your porch/neighbors, and if still missing, DM us your account email.",Mon Oct 16 06:35:00 +0000 2017,AmazonHelp,"where is my package? order order number was supposed to arrive on friday, still nothing!"
102492,@AmazonHelp How long does it take for a refund to process to my original payment method for return #449-1024503-9070163?,Hi! We want to help get this sorted. Please send us a direct message with order #449-1024503-9070163 and return tracking number so we can verify with our billing team.,Tue Oct 10 10:53:00 +0000 2017,AmazonHelp,how long does it take for a refund to process to my original payment method for return order number ?
102494,@AmazonHelp Return status says received at warehouse but refund not initiated for #962-6987578-2612121. Please help.,"Hello! Once an item is received at our fulfillment center, refunds usually take 3-5 business days. Please DM us your order #962-6987578-2612121 to check status.",Mon Oct 16 16:10:00 +0000 2017,AmazonHelp,return status says received at warehouse but refund not initiated for order number . please help.
